Авариийно-сигнальное сообщение;Сообщение БСТО::Источник;Сообщение БСТО::ИН;Сообщение БСТО::Краткое описание неисправности;Работа РУН;Сигнализация СЭИ;Сигнализация СЭИ::Мнемокадр ELEC;Ошибки;Локальная сигнализация;Локальная сигнализация:: Альтернативное название;Локальная сигнализация::Пульт ELEC;Наблюдаемые неисправности
;EPGS;1056;GEN DRV OFF LAMP ACTIVE;24-20-00-810-829;;1055;;"Кнопка-табло L DRIVE – надпись ""OFF"" светится белым цветом ";Кнопка-табло L DRIVE -высвечивается надпись OFF белым цветом;Пульт ELEC;
;EPGS;1051;GEN FAULT LAMP ACTIVE;24-20-00-810-826;;;;"Кнопка-табло L GEN – надпись ""FAULT"" светится янтарным цветом ";Кнопка-табло L GEN -высвечивается надпись FAULT желтым цветом;Пульт ELEC;
;EPGS;2073;GEN DRV LAMP FAILED ON;24-20-00-810-920;;;;"Кнопка-табло R DRIVE – надпись ""DRIVE"" светится янтарным цветом ";;Пульт ELEC;
;EPGS;2015;GEN SW OFF LAMP ACTIVE;24-20-00-810-930;;;;"Кнопка-табло R DRIVE – надпись ""OFF"" светится белым цветом ";;Пульт ELEC;
;EPGS;2056;GEN DRV OFF LAMP ACTIVE;24-20-00-810-926;;;;"Кнопка-табло R DRIVE – надпись ""OFF"" светится белым цветом ";;Пульт ELEC;
;EPGS;2051;GEN FAULT LAMP ACTIVE;24-20-00-810-923;;;;"Кнопка-табло R GEN – надпись ""FAULT"" светится янтарным цветом ";;Пульт ELEC;
;EPGS;;;24-41-00-810-801;;;;На кнопочном переключателе EXT PWR отсутствует индикация AVAIL после подключения наземного источника питания;;Пульт ELEC;
;;;;24-32-00-810-805;;;;;;;Аккумуляторная батарея 1 не включилась от кнопкйтабло BAT 1 на пульте ELEC 
;;;;24-00-00-810-801;;;;;;;Один или более автоматов защиты сети (АЗС) находятся в положении “выключено” 
;EIU1 и EIU2;28;NO DATA ON INPUT BUS;24-22-00-810-805;;;;;;;
;EIU1;28;NO DATA ON INPUT BUS;24-22-00-810-806;;;;;;;
;EIU2;28;NO DATA ON INPUT BUS;24-22-00-810-807;;;;;;;
;EIU1 и EIU2;29;NO DATA ON INPUT BUS;24-22-00-810-808;;;;;;;
;EIU1;29;NO DATA ON INPUT BUS;24-22-00-810-809;;;;;;;
;EIU2;29;NO DATA ON INPUT BUS;24-22-00-810-810;;;;;;;
;EIU1 и EIU2;30;NO DATA ON INPUT BUS;24-23-00-810-929;;;;;;;
;EIU1;30;NO DATA ON INPUT BUS;24-23-00-810-930;;;;;;;
;EIU2;30;NO DATA ON INPUT BUS;24-23-00-810-931;;;;;;;
;EIU1 и EIU2;134;INTERNAL FAULT;24-61-00-810-821;;;;;;;
;EPGS;23;SOPMG FAULT ACTIVE;24-23-00-810-845;;;;;;;
;EPGS;24;SOPMG CIRCUIT FAILED;24-23-00-810-846;;;;;;;
;EPGS;25;K31/K32 OC SENSE ACTIVE;24-23-00-810-801;;;;;;;
;EPGS;26;K31/K32 DRIVER SENSE;24-23-00-810-802;;;;;;;
;EPGS;27;AGCS SWITCH OR SENSE;24-23-00-810-837;;;;;;;
;EPGS;29;EXTR FLD (+) VOLT LOW;24-23-00-810-806;;;;;;;
;EPGS;1;GAPCU COLD START;24-23-00-810-913;;;;;;;
;EPGS;32;EXTR FLD OC SENSE;24-23-00-810-808;;;;;;;
;EPGS;33;EXTR FLD(-)VOLT LOW/HIGH;24-23-00-810-807;;;;;;;
;EPGS;36;APU GEN FAULT LAMP LOW;24-23-00-810-833;;;;;;;
;EPGS;38;EXT PWR ON LAMP HIGH;24-23-00-810-834;;;;;;;
;EPGS;39;EXT PWR ON LAMP LOW;24-23-00-810-835;;;;;;;
;EPGS;41;APU GALLEY SHD ACTIVE;24-23-00-810-810;;;;;;;
;EPGS;42;APU GALLEY SHD INACTIVE;24-23-00-810-811;;;;;;;
;EPGS;43;COMMS LOST TO GCU1;24-23-00-810-812;;;;;;;
;EPGS;46;APU GEN ON LAMP HIGH;24-23-00-810-830;;;;;;;
;EPGS;47;APU GEN ON LAMP LOW;24-23-00-810-831;;;;;;;
;EPGS;52;APU READY FAILED LOW;24-23-00-810-829;;;;;;;
;EPGS;53;COMMS LOST TO GCU2;24-23-00-810-813;;;;;;;
;EPGS;60;EP PR STATUS LOW/HIGH;24-23-00-810-816;;;;;;;
;EPGS;61;GS PR STATUS LOW/HIGH;24-23-00-810-822;;;;;;;
;EPGS;62;COMMS LOST TO BOTH GCUS;24-23-00-810-814;;;;;;;
;EPGS;64;K41 AUX FAILED ON/OFF;24-23-00-810-820;;;;;;;
;EPGS;65;K42 AUX FAILED ON/OFF;24-23-00-810-821;;;;;;;
;EPGS;68;K43 AUX FAILED ON/OFF;24-23-00-810-826;;;;;;;
;EPGS;69;K44 AUX FAILED ON/OFF;24-23-00-810-827;;;;;;;
;EPGS;72;GS PR RELAY FAILED OPEN;24-23-00-810-823;;;;;;;
;EPGS;73;GS PR RELAY FAILD CLOSED;24-23-00-810-824;;;;;;;
;EPGS;74;GS PTC SENSE LOW OR HIGH;24-23-00-810-825;;;;;;;
;EPGS;75;GND SRV ON LAMP HIGH;24-23-00-810-839;;;;;;;
;EPGS;76;GND SRV ON LAMP LOW;24-23-00-810-840;;;;;;;
;EPGS;77;EP PTC SENSE LOW OR HIGH;24-23-00-810-819;;;;;;;
;EPGS;78;EP PR RELAY FAILED OPEN;24-23-00-810-817;;;;;;;
;EPGS;80;SINGLE CH INAIR ACTIVE;24-23-00-810-841;;;;;;;
;EPGS;81;SINGLE CH INAIR INACTIVE;24-23-00-810-842;;;;;;;
;EPGS;83;EPS +28V MON INACTIVE;24-23-00-810-843;;;;;;;
;EPGS;85;GSS +28V MON INACTIVE;24-23-00-810-844;;;;;;;
;EPGS;90;EP PR RELAY FAILED CLSED;24-23-00-810-818;;;;;;;
;EPGS;95;CMS TX/GAPCU RX FAULT;24-23-00-810-815;;;;;;;
;EPGS;101;AGEN OV / VR FAILURE;24-23-00-810-850;;;;;;;
;EPGS;273;EP PIN F FAILED LOW;24-23-00-810-828;;;;;;;
;EPGS;301;K1 AUX STIM FAIL;24-23-00-810-914;;;;;;;
;EPGS;302;K41 AUX STIM FAIL;24-23-00-810-915;;;;;;;
;EPGS;303;K42 AUX STIM FAIL;24-23-00-810-916;;;;;;;
;EPGS;304;K2 AUX STIM FAIL;24-23-00-810-917;;;;;;;
;EPGS;305;K31 AUX STIM FAIL;24-23-00-810-918;;;;;;;
;EPGS;306;K32 AUX STIM FAIL;24-23-00-810-919;;;;;;;
;EPGS;307;K43 AUX STIM FAIL;24-23-00-810-920;;;;;;;
;EPGS;308;K44 AUX STIM FAIL;24-23-00-810-921;;;;;;;
;EPGS;309;GND SRV ON STIM FAIL;24-23-00-810-922;;;;;;;
;EPGS;310;GEN APU OFF STIM FAIL;24-23-00-810-923;;;;;;;
;EPGS;311;GEN APU ON STIM FAIL;24-23-00-810-924;;;;;;;
;EPGS;312;APU READY STIM FAIL;24-23-00-810-925;;;;;;;
;EPGS;313;EXT POWER ON STIM FAIL;24-23-00-810-926;;;;;;;
;EPGS;314;WOW STIM FAIL;24-23-00-810-927;;;;;;;
;EPGS;1001;LEFT GCU COLD START;24-20-00-810-883;;;;;;;
;EPGS;1013;K1 DRIVER OC SENSE;24-20-00-810-802;;;;;;;
;EPGS;1014;K1 DRIVER SENSE;24-20-00-810-803;;;;;;;
;EPGS;1016;GEN SW OFF LAMP INACTIVE;24-20-00-810-834;;;;;;;
;EPGS;1017;SINGLE CH INAIR ACTIVE;24-20-00-810-835;;;;;;;
;EPGS;1018;SINGLE CH INAIR INACTIVE;24-20-00-810-836;;;;;;;
;EPGS;1021;OC LOCKOUT ACTIVE;24-20-00-810-837;;;;;;;
;EPGS;1022;OC LOCKOUT INACTIVE;24-20-00-810-838;;;;;;;
;EPGS;1023;SOPMG FAULT ACTIVE;24-20-00-810-839;;;;;;;
;EPGS;1024;SOPMG CIRCUIT FAILED;24-20-00-810-840;;;;;;;
;EPGS;1026;GCS OR SENSE FAULT;24-20-00-810-806;;;;;;;
;EPGS;1030;EXTR FLD+ VOLT SENSE LOW;24-20-00-810-808;;;;;;;
;EPGS;1031;EXTR FLD OC SENSE HIGH;24-20-00-810-809;;;;;;;
;EPGS;1032;EXTR FLD (-) HIGH OR LOW;24-20-00-810-810;;;;;;;
;EPGS;1035;SERVO VALVE CURENT FAULT;24-20-00-810-812;;;;;;;
;EPGS;1037;SERVO VALVE OC SENSE;24-20-00-810-813;;;;;;;
;EPGS;1043;FADEC SPEED INVALID;24-20-00-810-814;;;;;;;
;EPGS;1045;GALLY SHD OR SENSE OPEN;24-20-00-810-995;;;;;;;
;EPGS;1046;GALLY SHD OR SENSE CLOSED;24-20-00-810-816;;;;;;;
;EPGS;1052;GEN FAULT LAMP INACTIVE;24-20-00-810-827;;;;;;;
;EPGS;1055;GEN DRV OFF LAMP INACTIV;24-20-00-810-828;;;;;;;
;EPGS;1059;FADEC RCV STATUS INVALID;24-20-00-810-817;;;;;;;
;EPGS;1072;GEN DRV LAMP FAILED OFF;24-20-00-810-822;;;;;;;
;EPGS;1074;THERMAL DISC FAILED;24-20-00-810-821;;;;;;;
;EPGS;1080;OIL PRES SWTCH OR SENSE;24-20-00-810-824;;;;;;;
;EPGS;1093;PIN PROGRAMMING FAULT;24-20-00-810-832;;;;;;;
;EPGS;1301;K1 AUX STIM FAIL;24-20-00-810-884;;;;;;;
;EPGS;1302;K41 AUX STIM FAIL;24-20-00-810-885;;;;;;;
;EPGS;1303;K42 AUX STIM FAIL;24-20-00-810-886;;;;;;;
;EPGS;1304;K2 AUX STIM FAIL;24-20-00-810-887;;;;;;;
;EPGS;1305;K31 AUX STIM FAIL;24-20-00-810-888;;;;;;;
;EPGS;1306;K32 AUX STIM FAIL;24-20-00-810-889;;;;;;;
;EPGS;1307;FIRE SW AUX STIM FAIL;24-20-00-810-890;;;;;;;
;EPGS;1308;PIN PROG A AUX STIM FAIL;24-20-00-810-891;;;;;;;
;EPGS;1309;PIN PROG B AUX STIM FAIL;24-20-00-810-892;;;;;;;
;EPGS;1310;GCS OFF AUX STIM FAIL;24-20-00-810-893;;;;;;;
;EPGS;1311;GCS ON AUX STIM FAIL;24-20-00-810-894;;;;;;;
;EPGS;1312;IDG DRV OFF AUX STIM FAIL;24-20-00-810-895;;;;;;;
;EPGS;1313;LOP AUX STIM FAIL;24-20-00-810-896;;;;;;;
;EPGS;1314;WOW AUX STIM FAIL;24-20-00-810-897;;;;;;;
;EPGS;2001;RIGHT GCU COLD START;24-20-00-810-980;;;;;;;
;EPGS;2013;K2 DRIVER OC SENSE;24-20-00-810-899;;;;;;;
;EPGS;2014;K2 DRIVER SENSE;24-20-00-810-900;;;;;;;
;EPGS;2016;GEN SW OFF LAMP INACTIVE;24-20-00-810-931;;;;;;;
;EPGS;2017;SINGLE CH INAIR ACTIVE;24-20-00-810-932;;;;;;;
;EPGS;2018;SINGLE CH INAIR INACTIVE;24-20-00-810-933;;;;;;;
;EPGS;2021;OC LOCKOUT ACTIVE;24-20-00-810-934;;;;;;;
;EPGS;2022;OC LOCKOUT INACTIVE;24-20-00-810-935;;;;;;;
;EPGS;2023;SOPMG FAULT ACTIVE;24-20-00-810-936;;;;;;;
;EPGS;2024;SOPMG CIRCUIT FAILED;24-20-00-810-937;;;;;;;
;EPGS;2026;GCS OR SENSE FAULT;24-20-00-810-903;;;;;;;
;EPGS;2030;EXTR FLD+ VOLT SENSE LOW;24-20-00-810-905;;;;;;;
;EPGS;2031;EXTR FLD OC SENSE HIGH;24-20-00-810-997;;;;;;;
;EPGS;2032;EXTR FLD (-) HIGH OR LOW;24-20-00-810-907;;;;;;;
;EPGS;2035;SERVO VALVE CURENT FAULT;24-20-00-810-909;;;;;;;
;EPGS;2037;SERVO VALVE OC SENSE;24-20-00-810-910;;;;;;;
;EPGS;2043;FADEC SPEED INVALID;24-20-00-810-911;;;;;;;
;EPGS;2045;GALLY SHD OR SENSE OPEN;24-20-00-810-912;;;;;;;
;EPGS;2046;GALLY SHD OR SENSE CLOSED;24-20-00-810-913;;;;;;;
;EPGS;2052;GEN FAULT LAMP INACTIVE;24-20-00-810-924;;;;;;;
;EPGS;2055;GEN DRV OFF LAMP INACTIV;24-20-00-810-925;;;;;;;
;EPGS;2059;FADEC RCV STATUS INVALID;24-20-00-810-914;;;;;;;
;EPGS;2072;GEN DRV LAMP FAILED OFF;24-20-00-810-919;;;;;;;
;EPGS;2074;THERMAL DISC FAILED;24-20-00-810-918;;;;;;;
;EPGS;2080;OIL PRES SWTCH OR SENSE;24-20-00-810-921;;;;;;;
;EPGS;2093;PIN PROGRAMMING FAULT;24-20-00-810-929;;;;;;;
;EPGS;2301;K2 AUX STIM FAIL;24-20-00-810-981;;;;;;;
;EPGS;2302;K41 AUX STIM FAIL;24-20-00-810-982;;;;;;;
;EPGS;2303;K42 AUX STIM FAIL;24-20-00-810-983;;;;;;;
;EPGS;2304;K1 AUX STIM FAIL;24-20-00-810-984;;;;;;;
;EPGS;2305;K31 AUX STIM FAIL;24-20-00-810-985;;;;;;;
;EPGS;2306;K32 AUX STIM FAIL;24-20-00-810-986;;;;;;;
;EPGS;2307;FIRE SW AUX STIM FAIL;24-20-00-810-987;;;;;;;
;EPGS;2308;PIN PROG A AUX STIM FAIL;24-20-00-810-988;;;;;;;
;EPGS;2309;PIN PROG B AUX STIM FAIL;24-20-00-810-989;;;;;;;
;EPGS;2310;GCS OFF AUX STIM FAIL;24-20-00-810-990;;;;;;;
;EPGS;2311;GCS ON AUX STIM FAIL;24-20-00-810-991;;;;;;;
;EPGS;2312;IDG DRV OFF AUX STIM FAIL;24-20-00-810-992;;;;;;;
;EPGS;2313;LOP AUX STIM FAIL;24-20-00-810-993;;;;;;;
;EPGS;2314;WOW AUX STIM FAIL;24-20-00-810-994;;;;;;;
